name,dob,outcome_type,outcome_subtype,outcome_datetime,sex,color,age,breed
Pinto,2013-11-27,Transfer,Partner,2018-11-28 16:00:00,Intact Male,Tricolor,5 years,Australian Cattle Dog
*Luna,2015-12-15,Adoption,Foster,2016-02-19 15:58:00,Spayed Female,Black,2 months,Labrador Retriever
Bella,2018-03-23,Transfer,Partner,2019-03-27 12:03:00,Spayed Female,Brown/White,1 year,Dachshund
Razzle,2015-10-01,Transfer,Partner,2015-12-01 16:16:00,Intact Male,Gold,1 month,Golden Retriever
Alden,2015-12-30,Transfer,Partner,2017-01-03 12:18:00,Neutered Male,Brown,1 year,Cairn Terrier
Juniper,2018-10-04,Adoption,Foster,2019-01-04 16:29:00,Spayed Female,Yellow/White,3 months,Labrador Retriever
*Noodles,2021-05-03,Adoption,Foster,2021-07-10 14:18:00,Neutered Male,Tan,2 months,Border Terrier
Gremlin,1999-08-13,Euthanasia,Suffering,2015-08-13 13:34:00,Intact Female,Black,16 years,Shih Tzu
Unknown,2013-10-09,Transfer,Partner,2013-10-16 18:40:00,Intact Female,Cream,1 week,Labrador Retriever
Daisy,2016-06-16,Transfer,Partner,2021-06-17 11:46:00,Intact Female,Tan,5 years,Cairn Terrier
Swisha,2016-10-10,Adoption,Foster,2019-01-10 17:44:00,Spayed Female,Black/White,2 years,Labrador Retriever
Canelo,2012-02-02,Transfer,Partner,2014-08-17 11:03:00,Neutered Male,Chocolate/Tan,2 years,Labrador Retriever
*Baci,2009-03-29,Transfer,Partner,2016-03-29 12:07:00,Spayed Female,Black/White,7 years,Border Collie
*Freckles,2017-01-31,Transfer,Partner,2017-08-10 12:29:00,Intact Female,Tricolor,6 months,Australian Cattle Dog
*Baylee,2016-11-09,Transfer,Partner,2017-01-16 13:32:00,Spayed Female,Brown/Tan,2 months,Labrador Retriever
Rocky,2012-02-17,Euthanasia,Aggressive,2015-02-20 08:43:00,Neutered Male,Chocolate,3 years,Labrador Retriever
*Mckinley,2018-02-13,Transfer,Partner,2019-02-25 15:19:00,Neutered Male,Tricolor,1 year,Labrador Retriever
Amos,2011-11-12,Transfer,Partner,2019-11-16 15:37:00,Neutered Male,Black/White,8 years,Cairn Terrier
Miggs,2017-12-29,Transfer,Out State,2021-11-13 18:26:00,Spayed Female,Brown Brindle,3 years,Plott Hound
Unknown,2016-05-26,Transfer,Partner,2016-11-26 12:25:00,Unknown,White/Brown,6 months,Rat Terrier
Icarus,2021-03-27,Adoption,Foster,2023-04-15 11:31:00,Neutered Male,Tricolor,2 years,Bernese Mountain Dog
Lyriq,2012-10-25,Transfer,Partner,2014-10-30 17:59:00,Spayed Female,White/Tan,2 years,Rat Terrier
Buster,2007-09-30,Adoption,Foster,2017-02-11 15:12:00,Neutered Male,Brown/White,9 years,Boxer
Koda,2016-11-11,Adoption,Foster,2023-10-11 16:46:00,Neutered Male,Tan/White,6 years,Labrador Retriever
*Max,2015-02-18,Euthanasia,Medical,2016-09-14 19:03:00,Neutered Male,White/Black,1 year,Newfoundland
Unknown,2015-07-23,Transfer,Partner,2015-09-10 11:45:00,Intact Female,Brown Brindle,1 month,Plott Hound
Unknown,2016-04-22,Transfer,Partner,2016-05-19 12:40:00,Intact Male,Black,3 weeks,Border Terrier
*Hopps,2021-08-22,Transfer,Out State,2022-04-29 11:07:00,Intact Male,Tan/White,8 months,Labrador Retriever
Alan,2007-12-29,Adoption,Foster,2021-06-01 13:06:00,Neutered Male,Blue Merle/Brown,13 years,Australian Shepherd
Lola,2010-09-05,Euthanasia,Suffering,2019-09-06 17:27:00,Intact Female,Brown/White,9 years,Basset Hound
*Spock,2019-01-26,Transfer,Partner,2019-11-05 13:31:00,Intact Male,White/Blue,9 months,Labrador Retriever
Marley,2015-04-06,Transfer,Partner,2016-04-10 13:31:00,Neutered Male,Yellow,1 year,Labrador Retriever
Peeps,2015-03-22,Transfer,Partner,2015-03-25 11:26:00,Intact Female,White/Brown,3 days,Lhasa Apso
Penny,2018-07-26,Transfer,Partner,2019-07-27 15:25:00,Intact Female,Brown Brindle/White,1 year,Boston Terrier
*Adeline,2022-08-17,Adoption,Foster,2023-09-12 18:52:00,Spayed Female,Black/White,1 year,Siberian Husky
*Anderson,2013-05-06,Adoption,Foster,2015-06-16 13:12:00,Neutered Male,White/Silver,2 years,Siberian Husky
Dumpling,2009-09-23,Transfer,Partner,2017-09-24 14:50:00,Intact Female,Black,8 years,Miniature Pinscher
*Eleni,2017-01-21,Transfer,Partner,2017-03-28 00:00:00,Spayed Female,Black/White,2 months,Labrador Retriever
Unknown,2017-05-27,Transfer,Partner,2019-06-03 15:44:00,Intact Male,White,2 years,Miniature Schnauzer
Porcelain,2023-04-13,Transfer,Partner,2024-05-05 18:31:00,Spayed Female,Black/White,1 year,Labrador Retriever
*Ottowa,2018-06-25,Adoption,Foster,2020-09-10 16:01:00,Spayed Female,Black/White,2 years,Labrador Retriever
Unknown,2014-10-01,Transfer,Partner,2014-10-02 14:36:00,Unknown,Brown/Black,1 day,Labrador Retriever
Unknown,2014-08-28,Transfer,Partner,2014-11-07 12:21:00,Intact Female,White/Black,2 months,Australian Cattle Dog
Unknown,2022-02-07,Euthanasia,Suffering,2022-05-11 10:30:00,Intact Female,Sable,3 months,Siberian Husky
Mollie,2011-06-03,Transfer,Partner,2019-06-08 14:39:00,Spayed Female,White/Tan,8 years,Beagle
Tinkerbell,2011-01-15,Transfer,Partner,2014-01-17 13:16:00,Spayed Female,Black/White,3 years,Shih Tzu
Tundra,2015-06-28,Transfer,Partner,2016-05-29 15:12:00,Intact Male,Cream,11 months,Golden Retriever
Unknown,2014-12-22,Adoption,Foster,2015-02-16 16:59:00,Neutered Male,Black/White,1 month,Border Collie
Boss,2010-07-22,Transfer,Partner,2021-07-26 11:42:00,Intact Male,White/Brown,11 years,Bulldog
Unknown,2018-02-08,Transfer,Partner,2023-02-09 16:19:00,Intact Male,Fawn/White,5 years,Mastiff
Unknown,2014-01-28,Adoption,Foster,2014-05-04 17:15:00,Neutered Male,White/Cream,3 months,Maltese
Unknown,2016-04-15,Transfer,Partner,2017-04-20 14:02:00,Spayed Female,Buff,1 year,Labrador Retriever
Tiny,2020-01-10,Transfer,Partner,2020-12-17 12:53:00,Spayed Female,Brown/White,11 months,Beagle
Cash,2014-10-22,Transfer,Partner,2018-10-30 12:19:00,Intact Male,White,4 years,Dogo Argentino
Unknown,2007-03-11,Transfer,Partner,2014-03-15 19:06:00,Neutered Male,Brown,7 years,Dachshund
Unknown,2017-08-11,Transfer,Partner,2018-08-12 11:49:00,Neutered Male,White/Brown Brindle,1 year,Boston Terrier
*Woody,2017-02-13,Adoption,Foster,2017-06-08 05:35:00,Neutered Male,Red Tick,3 months,Australian Cattle Dog
*Dante,2014-05-30,Transfer,Partner,2016-07-10 00:00:00,Neutered Male,Brown/White,2 years,Boxer
*Jolene,2019-09-16,Adoption,Foster,2020-11-10 12:54:00,Spayed Female,Tan,1 year,Cairn Terrier
*Pam,2012-04-04,Adoption,Foster,2014-05-15 05:18:00,Spayed Female,Tan/White,2 years,Border Collie
Uno,2013-04-12,Transfer,Partner,2015-04-13 15:08:00,Intact Male,Brown Brindle/White,2 years,Boxer
*Isodora,2021-03-23,Adoption,Foster,2021-06-16 11:59:00,Spayed Female,Tricolor,2 months,Labrador Retriever
*Bernard,2006-10-22,Transfer,Partner,2015-10-28 14:12:00,Neutered Male,White/Black,9 years,Pomeranian
Paloma,2012-12-15,Transfer,Partner,2015-10-13 13:49:00,Spayed Female,White,2 years,Finnish Spitz
Sofie,2015-09-19,Transfer,Partner,2015-12-06 15:21:00,Spayed Female,Tan/White,2 months,Carolina Dog
*Felix,2007-08-31,Transfer,Partner,2014-09-11 13:46:00,Intact Male,Black Brindle/Brown,7 years,Labrador Retriever
Unknown,2013-11-27,Transfer,Partner,2014-03-03 16:58:00,Neutered Male,Tricolor,3 months,Rat Terrier
Unknown,2019-05-31,Transfer,Partner,2019-06-07 18:16:00,Unknown,Black/White,1 week,Labrador Retriever
Mia,2009-12-19,Transfer,Partner,2016-12-30 11:43:00,Spayed Female,White/Black,7 years,Shih Tzu
Baby,2015-11-08,Transfer,Partner,2018-11-13 11:33:00,Intact Female,White/Gray,3 years,Border Terrier
Murdoch,2009-09-08,Transfer,Partner,2017-09-19 12:04:00,Neutered Male,Yellow,8 years,Labrador Retriever
*Kelsey,2014-11-07,Transfer,Partner,2015-06-20 15:18:00,Spayed Female,Black,7 months,Labrador Retriever
Unknown,2022-11-05,Euthanasia,Suffering,2024-05-16 11:36:00,Intact Male,Tan,1 year,Labrador Retriever
Rocky,2014-06-23,Transfer,Partner,2019-03-29 12:55:00,Neutered Male,Blue/White,4 years,American Staffordshire Terrier
Lili Yoris,2021-04-21,Euthanasia,Medical,2021-07-21 12:42:00,Unknown,Blue Merle,2 months,Great Dane
Unknown,2022-01-09,Transfer,Partner,2022-02-22 14:43:00,Intact Male,Sable,1 month,Shiba Inu
Unknown,2015-08-06,Transfer,Partner,2015-12-19 17:25:00,Intact Female,Gold,4 months,Golden Retriever
Unknown,2015-07-22,Transfer,Partner,2017-07-26 12:07:00,Neutered Male,Black/White,2 years,Lhasa Apso
*Holly,2023-03-27,Adoption,Foster,2023-08-07 15:32:00,Spayed Female,Brown/White,4 months,Boxer
Unknown,2010-03-09,Transfer,Partner,2014-03-17 14:56:00,Neutered Male,Cream,4 years,Soft Coated Wheaten Terrier
Maesi,2021-05-18,Adoption,Foster,2023-07-10 12:26:00,Spayed Female,White,2 years,Labrador Retriever
*Frankie,2012-09-23,Transfer,Partner,2013-10-11 11:58:00,Neutered Male,Yellow,1 year,Labrador Retriever
Elizabeth,2013-04-24,Transfer,Partner,2015-04-27 17:18:00,Intact Female,Red,2 years,Tibetan Spaniel
*Deeogee,2018-07-11,Adoption,Foster,2019-11-29 20:28:00,Neutered Male,Brown Brindle,1 year,Beagle
*Gordo,2007-04-04,Transfer,Partner,2015-04-13 00:00:00,Neutered Male,Chocolate,8 years,Labrador Retriever
Ebony,2018-03-01,Adoption,Foster,2018-12-15 18:31:00,Spayed Female,Black/White,9 months,Labrador Retriever
*Ellie,2012-04-18,Transfer,Partner,2017-04-28 10:39:00,Spayed Female,Blue Merle,5 years,Australian Shepherd
Unknown,2020-06-24,Transfer,Partner,2022-06-28 12:58:00,Intact Female,Tan/White,2 years,Cairn Terrier
Unknown,2022-07-11,Transfer,Partner,2022-07-26 13:10:00,Intact Female,White,2 weeks,Labrador Retriever
Berry,2017-01-25,Transfer,Partner,2019-01-30 11:51:00,Intact Female,Tan/Black,2 years,Pug
Jack,2007-09-08,Adoption,Foster,2016-07-05 13:50:00,Neutered Male,Black/White,8 years,Australian Cattle Dog
Unknown,2011-03-23,Transfer,Partner,2014-03-30 14:48:00,Spayed Female,Red/Black,3 years,Boxer
Apricot,2013-02-09,Adoption,Foster,2020-01-18 08:14:00,Spayed Female,Brown/White,6 years,Labrador Retriever
Goldie,2019-12-04,Transfer,Partner,2020-12-08 14:45:00,Intact Female,Tan/White,1 year,Labrador Retriever
Unknown,2023-03-25,Transfer,Partner,2023-10-25 19:22:00,Intact Male,Black/Tan,7 months,Labrador Retriever
*Marisol,2015-04-10,Transfer,Partner,2016-04-17 14:58:00,Spayed Female,Black,1 year,Labrador Retriever
327 Grams,2023-06-19,Transfer,Partner,2023-06-22 18:22:00,Intact Male,Brown,3 days,Labrador Retriever
Violet,2013-11-27,Adoption,Foster,2014-01-23 15:46:00,Spayed Female,Black/White,1 month,Labrador Retriever
*Rowdy,2017-08-19,Transfer,Partner,2018-09-06 12:04:00,Intact Male,Brown/White,1 year,Labrador Retriever
*Blondie,2017-05-16,Adoption,Foster,2017-07-18 12:08:00,Spayed Female,Tan,2 months,Labrador Retriever
A887005,2023-05-30,Died,In Foster,2023-08-18 08:45:00,Intact Male,Black/White,2 months,Labrador Retriever
*Dorthy,2005-04-28,Adoption,Foster,2018-02-01 13:17:00,Spayed Female,Tan,12 years,Labrador Retriever
Sky,2018-04-12,Adoption,Foster,2018-06-06 17:06:00,Spayed Female,Sable,1 month,Border Collie
Ford,2014-11-19,Transfer,Partner,2015-06-19 00:00:00,Unknown,White,6 months,Boxer
*Ophelia,2013-08-16,Adoption,Foster,2024-09-05 10:10:00,Spayed Female,Black/Gray,11 years,Maltese
Harley,2007-02-17,Transfer,Partner,2015-02-20 14:24:00,Neutered Male,Buff,8 years,Pekingese
Bailey,2014-07-17,Transfer,Partner,2015-02-25 13:09:00,Neutered Male,White/Black,7 months,Border Collie
Carter,2021-04-10,Euthanasia,Suffering,2022-09-09 15:19:00,Intact Female,Black/White,1 year,Siberian Husky
Dolly,2007-03-24,Euthanasia,Suffering,2015-08-03 15:02:00,Spayed Female,Black/White,8 years,Boston Terrier
Rhonda,2013-04-11,Adoption,Foster,2020-04-24 13:41:00,Spayed Female,Black/Brown,7 years,Rottweiler
Unknown,2003-11-03,Transfer,Partner,2013-11-07 18:17:00,Intact Male,Buff,10 years,Pomeranian
Jasper,2010-07-10,Transfer,Partner,2016-07-11 12:05:00,Intact Male,Silver/Tan,6 years,Yorkshire Terrier
Louis,2014-03-10,Euthanasia,Suffering,2014-05-10 16:54:00,Intact Male,White/Black,1 month,Pekingese
*Nina,2015-06-05,Transfer,Partner,2015-12-26 13:01:00,Intact Female,White/Brown,6 months,Pointer
Emma,2012-03-10,Transfer,Partner,2016-03-15 12:55:00,Spayed Female,Tan/White,4 years,Border Collie
Unknown,2010-10-18,Transfer,Partner,2017-10-23 16:53:00,Neutered Male,Tan,7 years,Cocker Spaniel
*Mr. Peabody,2014-01-13,Transfer,Partner,2015-01-18 17:38:00,Neutered Male,White/Tan,1 year,Shih Tzu
Livia,2008-08-11,Adoption,Foster,2018-07-17 07:51:00,Spayed Female,Black/Brown,9 years,Rottweiler
*Apple,2023-10-29,Adoption,Foster,2024-02-04 17:43:00,Spayed Female,Chocolate/White,3 months,Siberian Husky
*Freckles,2023-02-08,Adoption,Foster,2024-02-20 18:23:00,Spayed Female,Tan/White,1 year,Field Spaniel
Kerby,2015-08-07,Transfer,Partner,2016-08-17 00:00:00,Intact Female,Black,1 year,Labrador Retriever
*Sky,2014-07-02,Transfer,Partner,2014-11-07 13:28:00,Spayed Female,Brown Brindle/White,4 months,Plott Hound
Goose,2022-08-26,Adoption,Foster,2023-09-14 18:13:00,Spayed Female,Brown/Black,1 year,Belgian Malinois
A853816,2021-11-24,Transfer,Partner,2022-03-25 11:52:00,Intact Male,Tricolor,3 months,Australian Cattle Dog
*Naiya,2017-02-09,Adoption,Foster,2017-04-13 11:34:00,Spayed Female,Sable,2 months,Beagle
*Malory,2016-02-28,Transfer,Partner,2017-03-10 16:20:00,Intact Female,Red/White,1 year,Australian Cattle Dog
*Mittens,2008-02-20,Transfer,Partner,2016-02-26 11:30:00,Spayed Female,Liver/White,8 years,Brittany
Aurora,2014-10-01,Adoption,Foster,2020-04-04 11:28:00,Spayed Female,White,5 years,Australian Cattle Dog
Unknown,2011-09-25,Transfer,Partner,2013-10-03 18:07:00,Spayed Female,Tricolor,2 years,Rat Terrier
Unknown,2016-09-13,Transfer,Partner,2017-09-18 12:29:00,Spayed Female,White,1 year,Parson Russell Terrier
Unknown,2013-09-28,Transfer,Partner,2014-07-28 18:09:00,Intact Male,White/Brown,9 months,Border Terrier
*Morena,2020-08-28,Transfer,Partner,2023-09-26 11:03:00,Intact Female,Blue/White,3 years,Bulldog
Unknown,2014-02-10,Transfer,Partner,2014-07-13 11:19:00,Intact Female,White,5 months,Great Pyrenees
Sprite,2018-03-17,Transfer,Partner,2019-09-19 10:30:00,Intact Female,White,1 year,Yorkshire Terrier
Unknown,2022-06-09,Transfer,Partner,2022-06-16 15:53:00,Intact Female,Black/Tan,1 week,Miniature Schnauzer
Unknown,2014-06-22,Transfer,Partner,2014-09-13 16:16:00,Spayed Female,White/Brown,2 months,Pointer
Unknown,2024-03-26,Transfer,Partner,2024-03-28 14:21:00,Unknown,Black/White,2 days,Border Collie
Unknown,2020-01-31,Transfer,Partner,2024-02-01 10:20:00,Intact Male,White/Black,4 years,Siberian Husky
*Rufus,2012-05-30,Transfer,Partner,2015-06-05 12:29:00,Neutered Male,Silver,3 years,Miniature Schnauzer
Unknown,2013-12-20,Transfer,Partner,2014-03-04 15:38:00,Spayed Female,White/Buff,2 months,Australian Shepherd
Louie,2006-11-12,Adoption,Foster,2017-04-18 11:32:00,Neutered Male,White/Brown,10 years,Beagle
*Roscoe,2014-01-14,Transfer,Partner,2015-02-12 13:35:00,Neutered Male,Chocolate/White,1 year,American Staffordshire Terrier
Brooklyn,2017-05-18,Transfer,Partner,2017-05-19 10:20:00,Spayed Female,Black/White,1 day,Australian Kelpie
A882858,2013-06-09,Transfer,Partner,2023-06-13 13:54:00,Spayed Female,Cream,10 years,Yorkshire Terrier
Rocky,2015-02-17,Euthanasia,Suffering,2015-06-17 13:28:00,Intact Male,Chocolate,3 months,Labrador Retriever
Molly,2018-07-14,Adoption,Foster,2019-01-03 17:25:00,Spayed Female,Black/White,5 months,Labrador Retriever
Unknown,2015-06-07,Transfer,Partner,2015-09-09 13:56:00,Intact Female,Tan/Tan,3 months,Australian Kelpie
Unknown,2016-01-26,Transfer,Partner,2016-02-15 00:00:00,Intact Female,Black,2 weeks,Labrador Retriever
Unknown,2023-09-25,Transfer,Partner,2023-11-08 10:12:00,Intact Female,Chocolate,1 month,Labrador Retriever
Clipper,2017-01-19,Adoption,Foster,2019-04-10 12:14:00,Neutered Male,Black,2 years,Labrador Retriever
Cookie,2020-09-09,Transfer,Partner,2021-05-09 16:34:00,Intact Female,Tan/Brown,7 months,Labrador Retriever
*Sebastian,2005-12-26,Transfer,Partner,2013-12-28 12:05:00,Neutered Male,White,8 years,Bichon Frise
*Titan,2017-04-28,Transfer,Partner,2019-05-07 17:17:00,Spayed Female,White/Black,2 years,Great Pyrenees
Unknown,2021-12-20,Transfer,Partner,2022-05-25 14:18:00,Intact Male,White/Black,5 months,Australian Cattle Dog
Bella,2004-09-17,Transfer,Partner,2014-09-23 14:55:00,Spayed Female,Black Brindle,10 years,Shih Tzu
*Wilbur,2018-04-22,Adoption,Foster,2020-09-23 11:01:00,Neutered Male,Brown/White,2 years,Labrador Retriever
269 Grams,2022-12-15,Transfer,Partner,2022-12-22 15:59:00,Intact Female,White/Black,1 week,Border Collie
Chico,2011-01-20,Transfer,Partner,2015-01-23 12:31:00,Neutered Male,Black/Tan,4 years,Rottweiler
Unknown,2008-03-19,Transfer,Partner,2014-03-24 15:47:00,Neutered Male,Red,6 years,Dachshund
*Skipper,2022-03-02,Transfer,Out State,2022-05-24 10:46:00,Neutered Male,Tan/White,2 months,Labrador Retriever
Unknown,2023-12-23,Transfer,Partner,2023-12-26 17:35:00,Intact Male,Sable,3 days,Labrador Retriever
Puppy,2015-10-02,Transfer,Partner,2017-04-03 14:53:00,Intact Male,Cream,1 year,Lhasa Apso
Unknown,2018-12-04,Transfer,Partner,2019-02-07 18:24:00,Intact Male,Black/White,2 months,Labrador Retriever
Unknown,2023-03-20,Transfer,Partner,2024-03-25 12:42:00,Intact Male,Tan,1 year,Dachshund
Unknown,2023-10-06,Adoption,Foster,2024-03-20 13:51:00,Spayed Female,White,5 months,Great Pyrenees
Lilly,2017-11-18,Transfer,Partner,2020-02-14 13:20:00,Spayed Female,Black/White,2 years,Shih Tzu
*Maggie,2009-11-04,Transfer,Partner,2014-11-11 11:08:00,Spayed Female,Black,5 years,Shih Tzu
*Dandelion,2010-02-05,Adoption,Foster,2016-04-06 09:12:00,Spayed Female,Tan/White,6 years,Australian Cattle Dog
Harley,2016-11-13,Adoption,Foster,2019-10-29 08:11:00,Spayed Female,Brown/White,2 years,Labrador Retriever
Unknown,2014-10-23,Transfer,Partner,2018-10-30 14:27:00,Spayed Female,White/Tan,4 years,Beagle
Unknown,2016-12-16,Died,In Foster,2016-12-17 16:11:00,Unknown,Black,1 day,Dachshund
Nona,2016-08-01,Transfer,Partner,2017-06-01 16:39:00,Intact Male,Brown,9 months,Dachshund
*Turbo,2021-12-24,Adoption,Foster,2022-09-12 10:46:00,Neutered Male,Black/White,8 months,Border Collie
*Cindy Lou,2018-11-22,Transfer,Partner,2020-12-03 11:05:00,Intact Female,Tricolor,2 years,Tibetan Spaniel
*Liberty,2018-07-14,Transfer,Out State,2022-07-20 09:15:00,Intact Female,Liver/White,4 years,Pointer
*Gjest,2019-04-07,Adoption,Foster,2020-06-15 14:01:00,Neutered Male,Cream/Tan,1 year,Cairn Terrier
A850925,2022-01-18,Transfer,Partner,2022-02-02 13:26:00,Intact Female,Black/White,2 weeks,Labrador Retriever
261 Grams,2022-09-28,Transfer,Partner,2022-10-13 17:39:00,Intact Female,White,2 weeks,Labrador Retriever
Shatzi,2005-07-21,Transfer,Partner,2017-07-28 12:28:00,Spayed Female,Gray/Black,12 years,Miniature Schnauzer
Unknown,2014-03-11,Transfer,Partner,2014-05-11 17:01:00,Intact Female,Brown,1 month,Labrador Retriever
Howie,2017-11-03,Transfer,Partner,2017-12-21 11:35:00,Intact Male,Brown/Black,1 month,Mastiff
Kayla,2016-04-11,Adoption,Foster,2020-12-02 10:47:00,Spayed Female,Tricolor,4 years,Australian Shepherd
*Woody,2020-01-15,Adoption,Foster,2020-05-27 12:41:00,Neutered Male,Brown Brindle/White,4 months,Dutch Shepherd
Unknown,2022-09-21,Transfer,Partner,2023-03-25 14:16:00,Intact Female,Blue Merle/White,6 months,French Bulldog
Unknown,2014-12-13,Adoption,Foster,2015-02-07 17:45:00,Neutered Male,Cream/White,1 month,Labrador Retriever
Unknown,2015-09-13,Transfer,Partner,2015-10-28 12:01:00,Intact Male,Black,1 month,Labrador Retriever
*Barton,2020-11-10,Transfer,Out State,2021-12-10 13:54:00,Neutered Male,White/Brown,1 year,Australian Kelpie
Unknown,2017-07-14,Transfer,Partner,2017-07-21 18:06:00,Intact Male,Brown,1 week,Labrador Retriever
Oso,2014-02-15,Transfer,Partner,2014-09-20 19:14:00,Intact Male,White/Tan,7 months,Labrador Retriever
*Mater,2009-08-06,Adoption,Foster,2020-09-09 14:38:00,Neutered Male,Red Merle,11 years,Australian Shepherd
Unknown,2016-10-16,Transfer,Partner,2019-10-17 14:28:00,Spayed Female,Tan/White,3 years,Cairn Terrier
Cornbread,2016-03-25,Adoption,Foster,2016-12-29 11:41:00,Neutered Male,Brown Brindle/White,9 months,Boxer
114,2010-09-04,Transfer,Partner,2017-10-04 14:02:00,Intact Male,Black/White,7 years,Border Collie
Lady,2009-11-25,Transfer,Partner,2017-12-05 13:34:00,Spayed Female,Brown/White,8 years,Brittany
*Ollie,2010-10-10,Euthanasia,Behavior,2013-10-28 15:05:00,Intact Male,Red/White,3 years,Australian Cattle Dog
*Peggy Sue,2021-07-05,Adoption,Foster,2022-04-06 15:52:00,Spayed Female,Black/White,9 months,Boxer
Beth,2015-07-06,Transfer,Partner,2021-07-10 11:04:00,Spayed Female,Tan/Gray,6 years,Yorkshire Terrier
*Elle,2019-02-11,Transfer,Partner,2019-10-23 12:25:00,Intact Female,Tan/White,8 months,Labrador Retriever
Unknown,2013-09-08,Transfer,Partner,2013-10-15 16:11:00,Intact Male,Sable/White,1 month,Australian Kelpie
El Panteras,2005-08-09,Transfer,Partner,2017-08-12 15:08:00,Intact Male,Black,12 years,Labrador Retriever
Swisher,2009-09-05,Transfer,Partner,2018-01-11 14:03:00,Neutered Male,Tan/White,8 years,Boxer
*Marsha,2014-11-04,Transfer,Partner,2021-11-10 12:06:00,Intact Female,White,7 years,Maltese
Unknown,2016-05-21,Transfer,Partner,2016-07-05 18:31:00,Intact Male,Black/White,1 month,Labrador Retriever
Maverick,2017-11-13,Adoption,Foster,2020-06-28 14:23:00,Neutered Male,White/Black,2 years,Australian Cattle Dog
Puff,2019-02-28,Transfer,Partner,2022-03-11 14:00:00,Neutered Male,White,3 years,Great Pyrenees
*Iago,2012-03-14,Transfer,Partner,2017-03-18 12:03:00,Neutered Male,White/Orange,5 years,Brittany
Tex,2016-06-18,Adoption,Foster,2017-11-23 09:03:00,Neutered Male,White/Tan,1 year,Labrador Retriever
Twinkie,2011-09-02,Transfer,Partner,2014-09-05 12:41:00,Intact Female,White/Buff,3 years,Shih Tzu
Bailey,2011-12-01,Transfer,Partner,2018-10-03 15:29:00,Spayed Female,Gray/Gray,6 years,Miniature Schnauzer
Benji,2010-06-02,Transfer,Partner,2020-06-05 11:31:00,Neutered Male,Sable/Black,10 years,Shih Tzu
Rusty,2013-08-10,Transfer,Partner,2014-02-11 13:47:00,Intact Male,Red/Black,6 months,Dachshund
Unknown,2018-01-02,Transfer,Partner,2018-02-15 15:20:00,Intact Male,Tricolor,1 month,Australian Shepherd
Luna,2018-11-09,Euthanasia,Rabies Risk,2020-11-14 08:58:00,Intact Female,White/Gray,2 years,Siberian Husky
Henry Jones,2010-11-23,Transfer,Partner,2013-11-23 15:59:00,Neutered Male,White/White,3 years,Shih Tzu
Unknown,2020-02-18,Transfer,Partner,2020-03-12 13:17:00,Intact Male,Black/White,3 weeks,Labrador Retriever
*Lopez,2011-08-02,Transfer,Partner,2015-08-09 11:52:00,Neutered Male,Brown,4 years,Australian Cattle Dog
Unknown,2018-03-03,Transfer,Partner,2020-03-07 16:11:00,Spayed Female,White/Brown,2 years,Basset Hound
*Twinkie,2022-04-11,Transfer,Out State,2022-06-23 09:58:00,Neutered Male,Blue Merle,2 months,Australian Cattle Dog
Lily,2012-11-10,Euthanasia,Aggressive,2014-11-15 15:02:00,Intact Female,Black/White,2 years,Labrador Retriever
Josette,2014-04-09,Transfer,Partner,2014-09-27 15:13:00,Intact Female,White,5 months,Great Pyrenees
Unknown,2014-04-27,Transfer,Partner,2015-04-30 14:43:00,Intact Male,Cream,1 year,Cairn Terrier
Gazu,2003-02-18,Transfer,Partner,2015-05-25 14:20:00,Neutered Male,Black/Black Brindle,12 years,Dachshund
*Sundance,2022-05-14,Adoption,Foster,2024-08-17 15:49:00,Spayed Female,Brown/White,2 years,Plott Hound
Milo,2018-02-13,Transfer,Partner,2018-12-17 15:40:00,Intact Male,Gold/White,10 months,Golden Retriever
Leo,2015-06-16,Transfer,Partner,2016-06-19 12:45:00,Neutered Male,Cream/White,1 year,Pekingese
Pete,2011-07-26,Transfer,Partner,2017-08-08 15:40:00,Neutered Male,Yellow,6 years,Labrador Retriever
Reese,2017-08-24,Adoption,Foster,2017-11-03 17:28:00,Neutered Male,Tan/White,2 months,Labrador Retriever
Astro,2019-07-09,Transfer,Partner,2021-07-20 11:48:00,Neutered Male,White/Black,2 years,Labrador Retriever
Coronel,2015-09-01,Transfer,Partner,2016-02-16 19:08:00,Intact Male,Black/Tan,5 months,Rat Terrier
Roxy,2020-10-24,Return to Owner,Field,2021-08-24 16:58:00,Intact Female,Blue/Tan,9 months,Plott Hound
*Pongo,2019-02-27,Transfer,Partner,2019-08-31 11:30:00,Intact Male,White/Black,6 months,Dalmatian
Unknown,2018-05-28,Transfer,Partner,2018-06-04 17:03:00,Intact Female,White,1 week,Labrador Retriever
Unknown,2023-11-28,Transfer,Partner,2023-12-15 16:16:00,Intact Male,Black/Brown,2 weeks,Rottweiler
*Theo,2016-02-08,Adoption,Foster,2021-05-18 08:14:00,Neutered Male,Tricolor,5 years,Australian Cattle Dog
*Finch,2022-04-30,Adoption,Foster,2022-07-11 00:00:00,Neutered Male,Black/White,2 months,Labrador Retriever
Unknown,2016-03-06,Adoption,Foster,2016-05-02 15:34:00,Spayed Female,Black/White,1 month,Labrador Retriever
*Izzy,2014-11-07,Adoption,Foster,2016-12-13 12:15:00,Spayed Female,White/Brown,2 years,Dachshund
Unknown,2022-01-25,Transfer,Partner,2022-07-29 11:46:00,Intact Female,Tan,6 months,Cairn Terrier
